status_url	screen_name	created_at	favorite_count	retweet_count	dataset_id
https://twitter.com/KendraHwa/status/1160001559435964417	KendraHwa	2019-08-10T01:34:58Z	2	0	1
https://twitter.com/KendraHwa/status/1159988114078650368	KendraHwa	2019-08-10T00:41:32Z	8	0	1
https://twitter.com/KendraHwa/status/1159955617697501184	KendraHwa	2019-08-09T22:32:24Z	7	0	1
https://twitter.com/KendraHwa/status/1159954487609417728	KendraHwa	2019-08-09T22:27:55Z	3	0	1
https://twitter.com/MMLeague/status/1159977924461809664	MMLeague	2019-08-10T00:01:03Z	0	0	1
https://twitter.com/MMLeague/status/1159139857895231488	MMLeague	2019-08-07T16:30:52Z	3	2	1
https://twitter.com/MMLeague/status/1157675125405310976	MMLeague	2019-08-03T15:30:33Z	1	2	1
https://twitter.com/MMLeague/status/1158475389255090176	MMLeague	2019-08-05T20:30:30Z	11	13	1
https://twitter.com/MMLeague/status/1157063734189314048	MMLeague	2019-08-01T23:01:06Z	4	4	1
https://twitter.com/ELGL50/status/1158195110892298241	ELGL50	2019-08-05T01:56:47Z	9	5	1
https://twitter.com/ELGL50/status/1159961526272323584	ELGL50	2019-08-09T22:55:53Z	2	0	1
https://twitter.com/ELGL50/status/1159257267717304321	ELGL50	2019-08-08T00:17:25Z	1	0	1
https://twitter.com/LibbyBretthauer/status/1159938802787295232	LibbyBretthauer	2019-08-09T21:25:35Z	4	0	1
https://twitter.com/AndrewNebus/status/1159938630099644416	AndrewNebus	2019-08-09T21:24:54Z	2	0	1
https://twitter.com/CitySiouxFalls/status/1159936650794930176	CitySiouxFalls	2019-08-09T21:17:02Z	9	1	1
https://twitter.com/GburgMD/status/1159936503268749312	GburgMD	2019-08-09T21:16:27Z	3	2	1
https://twitter.com/GburgMD/status/1159508390571323392	GburgMD	2019-08-08T16:55:17Z	12	6	1
https://twitter.com/GburgMD/status/1159466048845963267	GburgMD	2019-08-08T14:07:02Z	25	4	1
https://twitter.com/CityDaytona/status/1159923057894576128	CityDaytona	2019-08-09T20:23:01Z	0	1	1
https://twitter.com/it_misac/status/1159511343612907520	it_misac	2019-08-08T17:07:01Z	2	1	1
https://twitter.com/it_misac/status/1159917403893051394	it_misac	2019-08-09T20:00:33Z	0	0	1
https://twitter.com/BrooklynPark/status/1159896860691185666	BrooklynPark	2019-08-09T18:38:56Z	0	1	1
https://twitter.com/BrooklynPark/status/1158772682466496513	BrooklynPark	2019-08-06T16:11:51Z	1	1	1
https://twitter.com/TeamPrichard/status/1159895619999338496	TeamPrichard	2019-08-09T18:34:00Z	3	1	1
https://twitter.com/MinnesotaCities/status/1159870752876912640	MinnesotaCities	2019-08-09T16:55:11Z	0	3	1
https://twitter.com/BangtheTable/status/1159487946766110720	BangtheTable	2019-08-08T15:34:03Z	2	0	1
https://twitter.com/BangtheTable/status/1158380391528423425	BangtheTable	2019-08-05T14:13:01Z	3	2	1
https://twitter.com/BangtheTable/status/1158835142867247104	BangtheTable	2019-08-06T20:20:02Z	0	0	1
https://twitter.com/BangtheTable/status/1159236361997684742	BangtheTable	2019-08-07T22:54:20Z	0	0	1
https://twitter.com/BangtheTable/status/1159129079414775808	BangtheTable	2019-08-07T15:48:02Z	3	1	1
https://twitter.com/BangtheTable/status/1159868967571337219	BangtheTable	2019-08-09T16:48:05Z	0	0	1
https://twitter.com/BangtheTable/status/1158800171590979592	BangtheTable	2019-08-06T18:01:05Z	0	0	1
https://twitter.com/BangtheTable/status/1158836397207371777	BangtheTable	2019-08-06T20:25:01Z	9	4	1
https://twitter.com/BangtheTable/status/1157063711489699841	BangtheTable	2019-08-01T23:01:00Z	1	0	1
https://twitter.com/BangtheTable/status/1157292219579191296	BangtheTable	2019-08-02T14:09:01Z	3	3	1
https://twitter.com/BangtheTable/status/1159192342475104257	BangtheTable	2019-08-07T19:59:25Z	1	0	1
https://twitter.com/BangtheTable/status/1159505740207235072	BangtheTable	2019-08-08T16:44:45Z	5	1	1
https://twitter.com/CityHallSelfie/status/1159474587937042432	CityHallSelfie	2019-08-08T14:40:58Z	5	0	1
https://twitter.com/CityHallSelfie/status/1159863827988508673	CityHallSelfie	2019-08-09T16:27:40Z	2	0	1
https://twitter.com/CityofUPTX/status/1159846331072090113	CityofUPTX	2019-08-09T15:18:08Z	3	1	1
https://twitter.com/CityofValdosta/status/1159836755933011969	CityofValdosta	2019-08-09T14:40:05Z	4	3	1
https://twitter.com/cambridgemned/status/1159834247433080832	cambridgemned	2019-08-09T14:30:07Z	1	0	1
https://twitter.com/JonStehle/status/1159828305618464769	JonStehle	2019-08-09T14:06:31Z	1	1	1
https://twitter.com/BloombergCities/status/1159826672884994048	BloombergCities	2019-08-09T14:00:02Z	2	3	1
https://twitter.com/BloombergCities/status/1159494481059598337	BloombergCities	2019-08-08T16:00:01Z	18	8	1
https://twitter.com/CocoaBeach_City/status/1159825793570074625	CocoaBeach_City	2019-08-09T13:56:32Z	0	1	1
https://twitter.com/LissyKayAR/status/1159820600128495622	LissyKayAR	2019-08-09T13:35:54Z	11	3	1
https://twitter.com/SolutionsGMA/status/1159791480111865856	SolutionsGMA	2019-08-09T11:40:11Z	1	0	1
https://twitter.com/BarkmanSusan/status/1159658599947239424	BarkmanSusan	2019-08-09T02:52:10Z	17	2	1
https://twitter.com/Formerly_Fish/status/1159643750961963010	Formerly_Fish	2019-08-09T01:53:10Z	11	2	1
https://twitter.com/Formerly_Fish/status/1159543875909967873	Formerly_Fish	2019-08-08T19:16:17Z	11	1	1
https://twitter.com/dgold/status/1159641623288061952	dgold	2019-08-09T01:44:42Z	2	1	1
https://twitter.com/carlisleborough/status/1159624515602800640	carlisleborough	2019-08-09T00:36:43Z	2	1	1
https://twitter.com/carlisleborough/status/1158776242621100032	carlisleborough	2019-08-06T16:25:59Z	7	3	1
https://twitter.com/kowyatt/status/1159622582288523264	kowyatt	2019-08-09T00:29:03Z	20	1	1
https://twitter.com/kowyatt/status/1159244689272389632	kowyatt	2019-08-07T23:27:26Z	3	0	1
https://twitter.com/TammieGitt/status/1159619543683207168	TammieGitt	2019-08-09T00:16:58Z	4	0	1
https://twitter.com/PhilKiraly/status/1159619348572626944	PhilKiraly	2019-08-09T00:16:12Z	5	2	1
https://twitter.com/CoMoGov/status/1159619118418579456	CoMoGov	2019-08-09T00:15:17Z	3	4	1
https://twitter.com/StevenTButer/status/1159610184844492800	StevenTButer	2019-08-08T23:39:47Z	15	2	1
https://twitter.com/cityofdentontx/status/1159577713901887488	cityofdentontx	2019-08-08T21:30:45Z	2	2	1
https://twitter.com/cityofkennesaw/status/1159566136872185859	cityofkennesaw	2019-08-08T20:44:45Z	0	0	1
https://twitter.com/cityofkennesaw/status/1159566139330125830	cityofkennesaw	2019-08-08T20:44:45Z	0	0	1
https://twitter.com/cityofkennesaw/status/1159566133801955328	cityofkennesaw	2019-08-08T20:44:44Z	4	1	1
https://twitter.com/HeartlandPower/status/1159558681375252481	HeartlandPower	2019-08-08T20:15:07Z	3	1	1
